securities_trader_id,securities_trader,date,address,phone
779e,國票-南科,2002-10-21,台南市新市區復興路1-1號2樓,06-5890128
779G,國票-新莊,1998-10-14,新北市新莊區中華路1段16號地下1層,02-29923888
779H,國票-嘉義,1998-09-02,嘉義市垂楊路508號3、4樓,05-2162888
779J,國票-北高雄,1998-10-08,高雄市左營區立文路77號2樓,07-5581777
779j,國票-和平,2002-10-21,高雄市苓雅區和平一路87號1樓,07-7711111
779m,國票-中港,2002-10-21,臺中市西區臺灣大道二段16號5樓,04-22069988
779n,國票-南京,2009-04-06,台北市松山區南京東路五段188號15樓部分,(02)25287799
779P,國票-九鼎,1998-12-30,台中市北屯路二四五號一樓、二四五之一號一、二樓,04-22321688
779r,國票-桃園,2009-04-06,桃園市桃園區中正路133號5樓,(03)338-1123
779u,國票-長城,2009-04-06,台北市大安區仁愛路四段376號 4 樓,(02)27008999
779v,國票-台中,2009-04-06,臺中市西屯區市政北一路1號7樓,(04)22553232
779V,國票-天祥,2002-10-21,高雄市三民區天祥一路148號,07-3477111
779W,國票-彰化,2002-10-21,彰化縣彰化市金馬路三段六五六號一樓,04-7638888
779X,國票-中和,2002-04-15,新北市中和區信義街43號3樓,02-29467777
779z,國票-博愛,2009-04-06,臺北市博愛路 38 號 2 樓,(02)23899988
779Z,國票-安和,2002-04-15,台北市大安區信義路四段382號3樓及4樓,02-27557999
8150,台新,1990-06-04,台北市中山北路二段44號2樓部分、8樓部分,02-2181-5888
8151,台新-建北,2017-08-28,台北市中山區建國北路2段17號3樓,02-25160222
8152,台新-新莊,2017-08-28,新北市新莊區頭前路172號1樓~3樓,02-22062828
8156,台新-三民,2017-08-28,高雄市三民區九如一路502號6樓B2室,07-3871166
8157,台新-左楠,2017-08-28,高雄市楠梓區軍校路800號3F,07-3643767
8158,台新-松江,2017-08-28,台北市中山區松江路122號3樓,02-25371188
8159,台新-台南,2017-08-28,台南市西門路2段389號3樓,06-2218988
815A,台新-高雄,2010-05-10,高雄市中山二路260號三樓之一,(07)537-5589
815B,台新-台中,2010-11-29,台中市東興路二段187號3樓,(04)24755000
815H,台新-屏東,2017-08-28,屏東縣屏東市廣東路107號2~4樓,08-722-3377
815S,台新-中壢,2017-08-28,桃園市中壢區延平路368號3樓,03-2805759
815Y,台新-新營,2017-08-28,台南市新營區中山路115號4樓之1,06-6356100
815Z,台新-國際證券,2018-11-19,台北市建國北路1段96號12樓部分,02-23268898
8380,安泰,1990-10-22,"高雄市鳳山區五福二路36號1,2樓",07-8122789
8381,安泰-大發,1997-07-26,高雄市大寮區力行路105號,07-7819121
8382,安泰-楠梓,1997-08-01,高雄市楠梓區興楠路285號1樓,07-3528866
8440,摩根大通,1990-11-24,台北市信義路5段106號3樓部分,02-87862288
8450,康和,1990-12-04,台北市信義區基隆路1段176號地下1樓部分、2樓,02-87871888
8451,康和-延平,1995-08-29,台北市南京西路406號5樓,02-25567222
8455,康和-台中,1992-10-16,台中市北區中清路一段100號8樓之1,04-22015988
8456,康和-新竹,1997-05-17,新竹市四維路130號2樓之1,03-5255678
8458,康和-台南,1996-04-09,臺南市永福路2段154號4樓(部分),06-2203371
8459,康和-嘉義,1994-05-02,嘉義市興業西路123號2樓,05-2851100
845A,康和-內湖,1997-07-02,台北市內湖區成功路3段174巷8號2樓,02-27925858
845B,康和-永和,1997-07-31,新北市永和區得和路104巷24號2樓、中正路312號2樓、314號2樓、316號2樓,2-86685858
845D,康和-板橋,1998-07-20,新北市板橋區三民路1段210號3樓,02-89611788
845E,康和-澎湖,2000-12-02,澎湖縣馬公市大仁街9號2樓,06-9268858
845F,康和-仁愛,2000-10-27,台北市仁愛路4段85號5樓,02-27511212
845J,康和-高雄,1994-11-01,高雄市新興區中正三路55號17樓之1、2,07-2276688
845R,康和-石牌,2001-10-02,台北市北投區裕民六路121號1、2樓,02-28253188
845S,康和-南崁,2001-10-02,桃園市蘆竹區中正路90號3樓,03-3119388
845U,康和-台北,2001-07-02,台北市松山區復興北路143號3樓,02-27190123
845X,康和-屏東,2012-05-11,屏東市中正路123號5樓部分,08-7349999
845Y,康和-國際證券,2014-06-12,台北市基隆路一段176號B1,02-87871888
8490,京城,1990-12-15,臺北市松山區南京東路三段289號3樓,02-25631168
8492,京城-嘉義,2022-08-01,嘉義市西區新榮路193號2樓,05-228-991
8520,中農,1991-07-27,台中市梧棲區四維中路157巷1號2樓,04-26572801
8560,新光,1994-01-05,台北市重慶南路1段66之1號5樓,02-23118181
8561,新光-台中,2008-07-14,台中市西區民權路318號,04-23029828
8562,新光-高雄,2009-07-08,高雄市前金區中正四路151號及151號2樓部分,07-2692188
8563,新光-新竹,2009-12-03,新竹縣竹北市光明六路東1段238號、自強六街2號2樓之1,03-6673228
8564,新光-台南,2011-09-14,台南市東區東門路2段262號,06-2901288
8565,新光-桃園,2015-02-11,桃園市桃園區民生路105號1.2樓,03-3315888
8580,聯邦商銀,1994-07-27,台北市南京東路2段137號2樓,02-25040066
8581,聯邦-高雄,1996-05-09,高雄市苓雅區光華一路208號之1、208號2樓,07-2262118
8582,聯邦-嘉義,1998-07-06,嘉義縣嘉義市中山路二八五之一號五樓1、五樓2,05-2232121
8583,聯邦-忠孝,1998-07-21,台北市大安區忠孝東路四段205巷7弄8號,02-27710999
8584,聯邦-雙和,1998-08-06,新北市永和區中正路222號2樓,02-29483668
8585,聯邦-三重,1999-03-23,新北市三重區重新路3段10號4樓,02-29792299
8586,聯邦-大業,2016-01-06,桃園市桃園區大業路1段388號3樓,03-3579739
8587,聯邦-興中,2016-01-15,臺中市南區復興路1段406號3樓,04-22613636
8588,聯邦-富強,2016-06-07,臺南市東門路3段15號1樓,06-2603298
8710,陽信,1998-06-09,台北市民生東路5段165號地下之2,02-27629288
8711,陽信-石牌,2001-06-08,台北市北投區石牌路1段88號1樓,02-28288585
8713,陽信-高雄,2022-07-12,高雄市三民區大順二路41號2樓,07-3929756
8840,玉山,2000-11-20,臺北市松山區民生東路3段156號2樓、156號2樓之1,02-55561313
8841,玉山-雙和,2002-08-08,新北市永和區保生路1號16樓之1,02-8923-1313
8842,玉山-新莊,2002-11-28,新北市新莊區思源路332巷1號3樓,02-29981313
8843,玉山-高雄,2002-12-30,高雄市苓雅區四維四路22-2號6樓,07-397-1313
8846,玉山-板橋,2003-09-23,新北市板橋區中山路1段67號8樓,02-29519913
8847,玉山-台南,2005-02-21,臺南市東區崇學路108號3樓,06-2699913
8848,玉山-嘉義,2003-06-30,嘉義市中山路497號2、3樓,05-2169913
8849,玉山-景美,2003-06-30,臺北市文山區景中街1號2樓,02-83691313
884A,玉山-士林,2006-03-09,臺北市士林區中正路266、266之1、266之2號,02-2833-1313
884B,玉山-台中,2005-08-03,臺中市西屯區市政路386號17樓之6、之7,04-22589913
884C,玉山-南京東路,2008-09-01,台北市松山區南京東路5段89號地下一樓,02-27651313
884D,玉山-左營,2009-08-18,高雄市左營區博愛二路576號地下一樓,07-5586613
884E,玉山-城中,2003-06-30,台北市武昌街1段77號3樓,02-23821313
884F,玉山-桃園,2009-12-23,桃園市桃園區信光路125號3樓.4樓,03-3366813
884H,玉山-新竹,2010-12-24,新竹市光復路一段569號3樓、4樓,03-6669913
884J,玉山-大里,2011-08-29,臺中市大里區國光路二段407號3樓,(04)24079813
884L,玉山-國際證券,2014-12-18,臺北市松山區民生東路3段156號2樓、156號2樓之1,(02)55561313
884M,玉山-數位,2021-04-12,台北市中正區武昌街一段77號4樓,02-23700013
8880,國泰,2004-08-13,臺北市敦化南路2段335號6樓部分、19樓部分、333號19樓部分暨218號7樓部分,02-23269888
8881,國泰-高雄,2006-03-03,高雄市新興區中正三路55號9樓之2、9樓之3,07-2285888
8882,國泰-台中,2007-06-25,台中市西區臺灣大道二段573號11樓部分,04-37013888
8883,國泰-松江,2010-12-17,台北市中山區南京東路2段90號2樓,02-2181-2888
8884,國泰-台南,2012-05-24,臺南市民生路一段62號3樓部分,(06)2259666
8885,國泰-桃園,2012-06-04,桃園市桃園區中正路1125號2樓 (部分),(03)3567866
8886,國泰-新莊,2012-05-30,新北市新莊區中正路387號12樓,(02)22015666
8887,國泰-忠孝,2012-05-28,臺北市大安區忠孝東路四段219號5樓,(02)77117888
8888,國泰-敦南,2017-07-03,台北市敦化南路二段333號5樓部分,02-77111128
8889,國泰-敦南,2017-07-03,台北市敦化南路二段333號5樓部分,02-77111128
888A,國泰-館前,2004-08-13,台北市中正區館前路65號5樓部分,02-23310025
888K,國泰-板橋,2004-08-13,新北市板橋區三民路1段216號4樓部分,02-89643888
888Q,國泰-國際證券,2014-08-08,台北市敦化南路二段335號6樓部分、19樓部分、333號19樓部分暨218號7樓部分,02-77123892
8890,大和國泰,1999-04-26,台北市基隆路1段200號13樓之1、14樓、14樓之1,02-27239698
8900,法銀巴黎,2005-03-15,臺北市信義路5段7號72樓(部分),02-87297000
8960,香港上海匯豐,2006-10-03,臺北市信義區信義路五段7號54樓部分,02-66312899
9100,群益金鼎,1988-06-21,台北市松山區民生東路3段156號14樓之1~之3,02-87898888
9101,群益金鼎-敦南,2011-05-03,臺北市敦化南路2段97號地下之2,02-27052888
9103,群益金鼎-松山,2003-11-10,台北市南京東路4段130號11樓、11樓之1,02-25708889
9105,群益金鼎-高盛,2000-12-26,高雄市前鎮區一心二路252號3樓,07-3309966
9108,群益金鼎-海山,2000-12-26,新北市板橋區東門街30之2號3樓之1,02-29699977
910D,群益金鼎-市府,2005-01-03,台北市信義區忠孝東路五段293號3樓（部分）,(02)27512288
9131,群益金鼎-民權,2011-05-03,臺中市民權路91號4、5樓,04-22208822
9134,群益金鼎-開元,2011-05-03,臺南市開元路280號3樓之1~2、4樓之1~2,06-2348899
9135,群益金鼎-東大,2011-05-03,新竹市東大路1段118號3樓,03-5317777
9136,群益金鼎-西松,2011-05-03,臺北市南京東路5段213號3樓,02-27683388
9137,群益金鼎-士林,2011-05-03,臺北市中正路118-1號地下1樓、1樓,02-28380567
9138,群益金鼎-中港,2011-05-03,臺中市梧棲區大仁路二段369號1、2樓,04-26577599
913D,群益金鼎-潭子,2011-05-03,臺中市潭子區興華一路418號,04-25362345
913E,群益金鼎-基隆,2011-05-03,基隆市仁二路255號8樓,02-24221212
913g,群益金鼎-三重,2011-05-03,新北市三重區正義南路91、93、95、97、99號1樓,02-29734388
913H,群益金鼎-屏東,2011-05-03,屏東縣屏東市永福路9號3樓,08-7339602
913I,群益金鼎-萬華,2011-05-03,臺北市萬華區桂林路31號2樓,02-23751399
913N,群益金鼎-土城,2011-05-03,新北市土城區中央路1段261號1樓,02-22625988
913R,群益金鼎-北高雄,2011-05-03,高雄市鼓山區明華路317號3樓,07-5559933
913U,群益金鼎-崇德,2011-05-03,臺中市崇德路2段416號地下1樓-1,04-22468899
913Y,群益金鼎-館前,2011-05-03,臺北市中正區重慶南路一段77號8樓,02-23615678
9183,群益金鼎-高雄,1991-06-05,高雄市河東路165號1樓(部分)、2樓,07-2150077
9184,群益金鼎-台中,1992-11-14,台中市忠明南路40號1、2樓、42號地下1樓,04-23200088
9185,群益金鼎-台南,1994-07-09,台南市中西區民生路2段76號3樓(部份)及3樓之1,06-2252588
9186,群益金鼎-新竹,1995-07-08,新竹市北大路307號 8樓之1、8樓之2、8樓之3、8樓之4,03-5237777
9187,群益金鼎-彰化,1995-07-06,彰化縣彰化市民生路279號7樓,04-7250888
9188,群益金鼎-三民,1995-07-15,高雄市三民區大昌二路80號1樓(含夾層)、2樓及2樓之2,07-3952588
9189,群益金鼎-桃園,1995-10-05,桃園市桃園區成功路1段32號4樓(部分),03-3377555
918A,群益金鼎-中壢,1995-10-05,桃園市中壢區中山路88號3樓,03-4278699
918B,群益金鼎-板橋,1996-05-13,新北市板橋區三民路1段216號3樓(部分),02-89518089
918C,群益金鼎-古亭,2011-05-03,臺北市中正區南昌路2段85號1、2樓,02-23279288
918c,群益金鼎-鳳山,2002-11-11,高雄市前鎮區永豐路8號1、2樓及10號1、2樓,07-7101288
918d,群益金鼎-內湖,2003-03-17,台北市內湖區成功路4段50號6樓,02-27911999
918D,群益金鼎-東門,1997-03-24,台南市北門路1段97號4樓及10樓之6,06-2290077
918E,群益金鼎-南京,2011-05-03,臺北市南京東路2段71號9樓,02-25427088
918e,群益金鼎-大安,2004-02-16,臺北市大安區忠孝東路4段169號2樓、2樓之1,02-27730899
918F,群益金鼎-新店,1997-08-01,新北巿新店區中正路190號8樓,02-29121818
918g,群益金鼎-大甲,2001-12-31,台中市大甲區蔣公路295號2樓,04-26882828
918G,群益金鼎-新莊,1997-08-02,新北市新莊區中平路379號3樓,02-89918899
918H,群益金鼎-中山,1997-10-18,台北市中山區林森北路372號6樓,02-21002798
918i,群益金鼎-竹南,2000-12-26,苗栗縣竹南鎮民族街87號5樓,037-478345
918J,群益金鼎-永和,1994-03-01,新北市永和區福和路353號2樓,02-29207777
918K,群益金鼎-東湖,1998-07-07,臺北市內湖區成功路5段460號8樓之1,02-26333988
918L,群益金鼎-建成,1998-08-05,台中市東區建成路735號3樓,04-22830099
918M,群益金鼎-嘉義,1997-07-14,嘉義市垂楊路87號1樓、89號2樓之2,05-2258666
918P,群益金鼎-天母,2000-05-15,台北市中山北路7段18號3樓之1、之2,02-28767388
918s,群益金鼎-丹鳳,2004-09-29,新北市新莊區富國路16號1樓、2樓,02-29082388
918u,群益金鼎-瑞豐,2002-11-11,高雄市苓雅區三多一路174號2樓,07-7211828
918W,群益金鼎-忠孝,2011-05-03,台北市忠孝東路4段87號15樓,02-27771077
918X,群益金鼎-台北,2003-05-19,台北市重慶北路1段30號4樓,02-25561133
918x,群益金鼎-延平,2003-09-01,臺北市大同區延平北路2段96號4樓,02-25553888
918z,群益金鼎-宜蘭,2005-01-03,宜蘭縣宜蘭市舊城南路50號5樓,03-9331999
9199,群益金鼎-國際證券,2014-05-26,台北市松山區民生東路3段156號11樓之6部分,02-87898888
9200,凱基,2009-12-21,台北市明水路698號3樓,02-21818888
9202,凱基-中港,2009-12-21,臺中市臺灣大道1段728號8樓,04-22019588
9204,凱基-台中,2009-12-21,台中市民族路50號5樓,04-22278011
9205,凱基-三重,2009-12-21,新北市三重區正義北路206號、208號3、4樓,02-29838833
9206,凱基-高雄,2009-12-21,高雄市中正二路74號5樓、12樓部份、12樓之1,(07)222-3211
9207,凱基-永和,2009-12-21,新北市永和區中正路63、65號6樓,(02)22324567
9208,凱基-桃園,2009-12-21,桃園市桃園區成功路1段32號14樓,(03)3336622
9209,凱基-岡山,2009-12-21,高雄市岡山區公園東路47號,076233600
920A,凱基-板橋,2013-06-24,新北市板橋區四川路1段107號2樓,02-89516688
920C,凱基-雙和,2013-06-24,新北市中和區中和路232號3樓,02-22468666
920D,凱基-市府,2013-06-24,台北市忠孝東路4段563號7樓、7樓之1、565號7樓,02-27456888
920E,凱基-東門,2013-06-24,台南市東區東門路2段160號2樓,06-2750985
920F,凱基-站前,2013-06-24,台北市許昌街17號3樓及3樓之1,02-23831111
920G,凱基-彰化,2013-06-24,彰化市中山路2段353號1、2樓,04-7266565
920H,凱基-基隆,2009-12-21,基隆市仁一路259號3樓、4樓,24202111
920M,凱基-宜蘭,2009-12-21,宜蘭市光復路48號2、3樓,03-9334999
920N,凱基-湖口,2009-12-21,新竹縣湖口鄉成功路247號,03-5907766
920V,凱基-新店,2009-12-21,新北市新店區北新路3段106號1、2樓及106之1號,02-29155855
920W,凱基-大里,2009-12-21,台中市大里區中興路2段127號2、4樓,04-24866988
920Z,凱基-台東,2013-06-24,台東縣台東市中山路248號1、2、3樓,089-353345
9211,凱基-台南,2009-12-21,台南市林森路1段395號3樓,06-2347622
9212,凱基-東港,2009-12-21,屏東縣東港鎮光復路1段186號3樓,(08)833-6565
9215,凱基-高美館,2009-12-21,高雄市鼓山區明誠四路156號3樓及3樓之1,(07)5544888
9216,凱基-信義,2009-12-21,台北市復興北路167號14樓之1、之2、之3,02-27195528
9217,凱基-松山,2009-12-21,台北市八德路4段678號3樓,02-27534567
9218,凱基-大直,2009-12-21,台北市明水路646號1樓、648號1樓、636號2樓之7及636號2樓之8。,(02)85098288
921C,凱基-民權,2013-06-24,台北市復興北路420號4樓,02-25043388
921E,凱基-三峽,2013-06-24,新北市三峽區文化路59號3樓之1,02-6729988
921F,凱基-天母,2013-06-24,台北市中山北路7段18號4樓之3,02-28728787
921G,凱基-五股,2013-06-24,新北市五股區中興路4段40號1樓、2樓,02-82950066
921J,凱基-土城,2013-06-24,新北市土城區金城路3段182號,02-82626998
921M,凱基-八德,2013-06-24,桃園市八德區介壽路2段137號3樓,03-3779688
921S,凱基-幸福,2013-06-24,新北市新莊區思源路555號2樓之2,02-89919999
921Y,凱基-東勢,2009-12-21,台中市東勢區豐勢路297號4樓,04-25877111
9223,凱基-豐中,2009-12-21,台中市豐原區三豐路1段43號7樓,04-25274180
9225,凱基-內埔,2009-12-21,屏東縣內埔鄉平昌街5號1樓,08-7690888
9226,凱基-汐止,2009-12-21,新北市汐止區新興路3號7樓,02-26485959
9227,凱基-城中,2009-12-21,台北市博愛路35號2樓、4樓、6樓,2361-6789
9229,凱基-中山,2009-12-21,台北市中山區中山北路2段68號7樓、8樓,02-77026678
922C,凱基-屏東,2009-12-21,屏東縣屏東市自由路188號3樓,08-7657000
9231,凱基-員林,2009-12-21,彰化縣員林鎮中山路2段100號6樓,04-8399988
9233,凱基-長庚,2009-12-21,桃園市龜山區復興一路227號地下1樓,03-3275000
9234,凱基-竹北,2009-12-21,新竹縣竹北市仁義路193號2、3樓,03-5552233
9235,凱基-永華,2009-12-21,台南市永華路1段32號3樓,06-2205570
9236,凱基-虎尾,2009-12-21,雲林縣虎尾鎮公安路160號2、3、4樓,(05)633-3581
9237,凱基-敦北,2009-12-21,台北市松山區敦化北路88號8樓之2,02-27401166
9238,凱基-士林,2009-12-21,台北市士林區文林路342號5樓,02-28823355
9239,凱基-市政,2009-12-21,臺中市西屯區市政路402號4樓之2、之3,04-2258-9669
9252,凱基-嘉義,2009-12-21,嘉義市垂楊路620號4樓,05-2276879
9254,凱基-科園,2009-12-21,新竹市光復路1段273號1樓,03-6686599
9255,凱基-和平,2009-12-21,台北市羅斯福路2段102號3樓、3樓之1,02-23697707
9256,凱基-南崁,2009-12-21,桃園市蘆竹區中正路308號1樓、2樓,03-3129933
9257,凱基-林口,2009-12-21,新北市林口區文化二路1段569號,02-26025678
9258,凱基-羅東,2009-12-21,宜蘭縣羅東鎮中正北路48號1樓,03-9534888
9266,凱基-新豐,2009-12-21,新竹縣新豐鄉中興路206號,03-5575566
9268,凱基-台北,2009-12-21,台北市南京東路2段137號4樓及10樓,02-25166789
9272,凱基-竹科,2009-12-21,新竹市中正路158號3樓,03-5221177
9273,凱基-竹東,2009-12-21,新竹縣竹東鎮朝陽路9號2樓,03-5958588
9274,凱基-鳳山,2009-12-21,高雄市鳳山區維新路128號1、2樓,07-7198899
9275,凱基-三多,2009-12-21,高雄市苓雅區中華四路47號3樓,07-3383288
9276,凱基-苗栗,2009-12-21,苗栗市中正路458號2樓,037-321300
9278,凱基-永康,2009-12-21,台南市永康區中山南路1042號1、2樓,06-2038899
9281,凱基-斗六,2009-12-21,雲林縣斗六市永安路46號3樓,05-5376688
9283,凱基-北門,2009-12-21,台南市北門路1段101號4樓,06-2228777
9285,凱基-中壢,2009-12-21,桃園市中壢區環北路421號、423號1、2樓,03-4336989
9287,凱基-內湖,2009-12-21,台北市內湖路1段360巷15號8樓,02-27938388
9288,凱基-埔墘,2009-12-21,新北市板橋區三民路1段216號5樓,02-89517777
9289,凱基-興隆,2009-12-21,台北市興隆路3段69號2樓,02-29315000
9291,凱基-大安,2009-12-21,台北市安和路2段82號2樓,02-27080606
9296,凱基-頭份,2009-12-21,苗栗縣頭份鎮中華路916號4樓,037-591888
9297,凱基-文心,2009-12-21,台中市北屯區文心路4段875號2樓,04-22466168
9299,凱基-國際證券,2014-04-16,台北市明水路698號3樓,02-21818888
9300,華南永昌,1988-08-23,台北市民生東路4段54號4樓之8、5樓之3至5樓之7,02-25456888
9302,華南永昌-台中,1995-06-10,台中市南屯區五權西路二段131號1樓,04-24719488
9303,華南永昌-高雄,1996-02-14,高雄市五福三路80、82號3樓,07-2728688
9305,華南永昌-新莊,1996-09-25,新北市新莊區中港路306號4樓及308號4樓,02-22795688
9306,華南永昌-台南,1996-11-05,台南市府前路2段612號1、2樓,06-2959988
9307,華南永昌-大安,1992-12-22,台北市復興南路1段368號4樓,02-27549696
9308,華南永昌-麻豆,1996-10-21,台南市麻豆區中山路36號4、5樓,06-5720168
9309,華南永昌-古亭,1996-11-29,台北市羅斯福路2段91號2樓(部份),02-23699588
9312,華南永昌-民權,1997-11-08,高雄市民權二路385號地下1樓及6樓,07-3333133
9314,華南永昌-嘉義,1996-12-24,嘉義市蘭井街469號3樓,05-2226848
9315,華南永昌-大甲,2006-09-01,台中市大甲區順天路159號2樓,04-26880737
9316,華南永昌-淡水,1997-04-10,新北市淡水區中正路28號4樓,02-26255566
9317,華南永昌-林口,1997-07-08,新北市林口區林口路46號3樓,02-26018288
9319,華南永昌-鶯歌,1997-08-01,新北市鶯歌區國慶街101號3、4樓,02-26776000
9322,華南永昌-公誠,2002-01-28,基隆市仁愛區愛三路87號11樓,02-24201201
9323,華南永昌-小港,1997-07-24,高雄市小港區漢民路339號2樓,07-8068988
9324,華南永昌-岡山,2000-02-09,高雄市岡山區民族路88號1樓、地下室一樓,07-6255911
9325,華南永昌-忠孝,2002-01-28,台北市忠孝東路2段130號3樓之1,02-23587488
9326,華南永昌-南京,1992-09-21,台北市松山區南京東路3段248號6樓,02-27755688
9327,華南永昌-斗六,1997-11-27,雲林縣斗六市太平路7號4樓,05-5330777
9328,華南永昌-潮州,1997-09-12,屏東縣潮州鎮新生路71號4樓,08-7805888
9329,華南永昌-朴子,1997-11-21,嘉義縣朴子市文化北路2號2樓,05-3707688
9331,華南永昌-鳳山,2001-03-26,高雄市鳳山區中山路138號4樓,07-7477600
9332,華南永昌-楠梓,2001-03-26,高雄市楠梓區楠梓路201號地下一樓,07-3542030
9333,華南永昌-長虹,2001-02-19,宜蘭縣羅東鎮公正路155號2 樓,03-9574101
9334,華南永昌-世貿,2001-02-19,臺北市信義區基隆路2段91號2樓及3樓,02-27396266
9337,華南永昌-內壢,2001-05-14,桃園市中壢區環中東路262號2樓,03-4519888
9339,華南永昌-竹北,2004-01-02,新竹縣竹北市勝利一路89號,03-6580066
9343,華南永昌-頭份,2001-03-05,苗栗縣頭份市中華路916號3樓之2,037-667999
9347,華南永昌-敦南,2002-01-28,台北市忠孝東路4段107號8樓之2,02-27415858
9349,華南永昌-板橋,2001-05-14,新北市板橋區忠孝路102號2樓,02-29561688
9352,華南永昌-桃園,1997-04-10,桃園市桃園區南華街79號4樓,03-3478168
9358,華南永昌-東勢,2006-02-07,台中市東勢區三民街280號,04-25881811
9359,華南永昌-中正,2002-07-22,台北市重慶南路一段38號4樓,02-23821788
9362,華南永昌-苗栗,2006-03-17,苗栗縣苗栗市中正路686號2樓及3樓部分,037-376118
9363,華南永昌-彰化,2003-06-23,彰化縣彰化市陳稜路156號5樓,04-7223700
9366,華南永昌-豐原,2023-01-03,台中市豐原區信義街95號5樓,04-25281000
9369,華南永昌-三重,2004-12-13,新北市三重區仁愛街731號地下一樓,02-28576789
9377,華南永昌-虎尾,2015-11-02,雲林縣虎尾鎮林森路1段490號4樓,(05)6334888
9386,華南永昌-東昇,2001-06-26,台東市中華路1段347號2樓,089-332339
9399,華南永昌-國際證券,2014-07-10,台北市民生東路4段54號5樓(部分),25456888
9600,富邦,1988-09-16,台北市仁愛路4段169號3樓(部分)、4樓(部分),02-87716888
9604,富邦-陽明,2000-09-09,台北市北投區裕民六路2號1樓,02-28230688
9608,富邦-台東,2000-09-11,台東市中華路1段366號2樓,089-341022
960S,富邦-國際證券,2014-05-06,臺北市仁愛路四段169號4樓部分,(02)27716699
9614,富邦-基隆,2009-12-03,基隆市信一路133號1樓,2421-3355
9616,富邦-岡山,2001-06-08,高雄市岡山區竹圍里22鄰中山北路178號2、3樓,07-6236123
961C,富邦-南京,2023-04-09,北市南京東路2段111號3樓,02-25048888
961F,富邦-中港,2023-04-09,台中市台灣大道2段573號4樓部分,04-23278989
961H,富邦-新板,2023-04-09,新北市板橋區府中路29號4樓,02-29693333
961K,富邦-七賢,2023-04-09,高雄市七賢二路267號2樓,07-2816888
961M,富邦-木柵,2023-04-09,台北市木柵路3段96號4樓之1,02-22342616
961N,富邦-西壢,2023-04-09,桃園市中壢區復興路46號4樓,03-4273888
961P,富邦-和美,2023-04-09,彰化縣和美鎮彰美路5段300號3樓及4樓部分,04-7565988
961R,富邦-南員林,2023-04-09,彰化縣員林鎮中山路1段753號4、5樓,04-8326118
961X,富邦-大墩,2023-04-09,台中市大墩路709號1、2樓、地下1樓,04-23288898
961Y,富邦-屏東,2023-04-09,屏東市中正路125號3樓之1及3樓之2,08-7663888
961Z,富邦-永康,2023-04-09,台南市永康區大灣路856號部分,06-3113888
9621,富邦-花蓮,2000-09-11,花蓮縣花蓮市林森路256號2樓,038-350111
9623,富邦-台北,2000-09-09,台北市許昌街17號2樓及2樓之1,02-23113333
9624,富邦-竹北,2000-09-11,新竹縣竹北市光明六路263號3、4樓,03-5515588
9625,富邦-竹東,2000-09-11,新竹縣竹東鎮榮樂里14鄰惠昌街45號3、4、5樓,03-5818888
9627,富邦-內湖,2003-07-28,台北市內湖區內湖路1段318號4樓,02─87971188
962A,富邦-信義,2023-04-09,台北市基隆路2段109號2樓,02-27390369
962B,富邦-二林,2023-04-09,彰化縣二林鎮中山路116號4、5樓,04-8951808
962C,富邦-東門,2023-04-09,新竹市東門街60號3及4及6樓,03-5227868
962D,富邦-新莊,2023-04-09,新北市新莊區中正路383號2樓及3樓,02-22019789
962E,富邦-樹林,2023-04-09,新北市樹林區中山路1段100、102號4樓,02-26869968
962G,富邦-斗六,2023-04-09,雲林縣斗六市中山路72號2樓,05-5351010
962J,富邦-三峽,2023-04-09,新北市三峽區文化路59號4樓之1,02-26748988
962K,富邦-中和,2023-04-09,新北市中和區中和路35號4樓,02-22493366
962L,富邦-雙和,2023-04-09,新北市中和區中和路356號3樓及358號3樓之一,02-29206868
962P,富邦-頭份,2023-04-09,苗栗縣頭份鎮中華路926號2、4樓,037-663888
962Q,富邦-北高雄,2023-04-09,高雄市鼓山區華榮路391號1、2樓,07-5501768
962R,富邦-園區,2023-04-09,新竹市建中路37號1樓,(03)5717666
9634,富邦-羅東,2000-09-09,宜蘭縣羅東鎮信義里興東路286號2樓及3樓,03-9571166
9636,富邦-中壢,2000-09-11,桃園市中壢區慈惠3街162號1樓、環北路398號2樓之6及之8,03-4256767
963A,富邦-八德,2023-04-09,桃園市八德區金和路10號一樓、地下一樓及金和路2號地下一樓(部分),03-3622888
963L,富邦-豐原,2023-04-09,台中市豐原區三民路95號4、5樓,04-25229688
9647,富邦-新竹,2000-09-11,新竹市北區中山路8號1~4樓及5樓部分,03-5228678
9654,富邦-永和,1995-04-21,新北市永和區保生路1號地下1樓部分,02-22323266
9655,富邦-板橋,1995-11-20,新北市板橋區文化路1段266號1樓之1,02-22546996
9657,富邦-苗栗,1996-12-18,苗栗縣苗栗市中正路399號2樓,037-327196
9658,富邦-建國,1997-05-03,台北市建國北路2段196號地下1樓,02-25095198
9659,富邦-高雄,1992-11-02,高雄市新興區民族二路95號地下1樓及23樓（部分）,07-2366901
965K,富邦-台中,1993-07-26,台中市西屯區漢口路2段138號1、2樓及地下1樓,04-23129999
965U,富邦-彰化,1996-06-01,彰化市中山路2段349號2樓,04-7259456
9661,富邦-新店,2000-01-19,新北市新店區北新路2段252號地下1樓之5,02-29178818
9663,富邦-敦南,2006-12-13,台北市敦化南路1段108號地下1樓,02-8771-5888
